id,nome,indirizzo,numero-civico,cap,quartiere,citta,geolocazione,telefono,fax,mobile,email,web,tipi,tipi-specifici,agenzia.intestazione,consolato.stato,consolato.console,consolato.pec,consolato.orari.giorni,consolato.orari.apertura,consolato.orari.chiusura,consolato.orari.note,accoglienza.stelle,accoglienza.camere,accoglienza.sale_meeting,accoglienza.residences,accoglienza.descrizione,accoglienza.direttore,accoglienza.gestione,divertimento-e-ristoro.cucina,divertimento-e-ristoro.orari.giorni,divertimento-e-ristoro.orari.apertura,divertimento-e-ristoro.orari.chiusura,divertimento-e-ristoro.orari.note,divertimento-e-ristoro.informazioni,luoghi-da-visitare.orari.giorni,luoghi-da-visitare.orari.apertura,luoghi-da-visitare.orari.chiusura,luoghi-da-visitare.orari.note,luoghi-da-visitare.orari.visite,luoghi-da-visitare.orari.servizi,luoghi-da-visitare.orari.prezzi,luoghi-da-visitare.informazioni_storiche,luoghi-da-visitare.note,luoghi-da-visitare.gestore.nome,luoghi-da-visitare.gestore.indirizzo,luoghi-da-visitare.gestore.cap,luoghi-da-visitare.gestore.localita,luoghi-da-visitare.gestore.mobile,luoghi-da-visitare.gestore.telefono,luoghi-da-visitare.gestore.fax,luoghi-da-visitare.gestore.email,luoghi-da-visitare.gestore.web,icon
498,Taco Loco,"Via Campolo, 25/35",,90145,,Palermo,,091/6823663,091/6823663,,tacoloco@tacoloco.it,http://www.tacoloco.it,"divertimento, ristoro","Pub, Discopub",,,,,,,,,,,,,,,,,"lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",19:00,03:00,,,,,,,,,,,,,,,,,,,,,purple_diamond
372,Fashion Club,"Via Empedocle Restivo, 106",,90144,,Palermo,,091/517825,,,fashion106pa@libero.it,,"divertimento, ristoro",Cocktail bar,,,,,,,,,,,,,,,,,"martedi,mercoledi,giovedi,venerdi,sabato,domenica",19:30,02:00,,,,,,,,,,,,,,,,,,,,,bars
454,Jumeirah,"Via Ludovico Ariosto, 32",,90144,,Palermo,,091/625 4071,,,info@jumeirahpalermo.it,http://www.jumeirahpalermo.it,"divertimento, ristoro","Cocktail Bar, American Bar, Ristorante",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bars
346,Rocket Bar,"Piazza San Francesco di Paola, 42",,90138,,Palermo,,,,,rocket-bar@hotmail.it,,"divertimento, ristoro",Cocktail bar,,,,,,,,,,,,,,,,,"martedi,mercoledi,giovedi,venerdi,sabato,domenica",18:30,03:00,,,,,,,,,,,,,,,,,,,,,bars
448,Mood (ex Tina Pica),"Via Giovanni Meli, 13",,90133,,Palermo,,091/6123934,,,info@tinapica.it,,"divertimento, ristoro",Cocktail bar,,,,,,,,,,,,,,,,,"martedi,mercoledi,giovedi,venerdi,sabato,domenica",20:00,02:00,,,,,,,,,,,,,,,,,,,,,bars
297,Il Siciliano,"via dell'orologio, 37",,90133,,Palermo,,,,,,http://www.ilsiciliano.eu,"divertimento, ristoro",Cocktail bar,,,,,,,,,,,,,,,,,"martedi,mercoledi,giovedi,venerdi,sabato,domenica",18:00,02:00,,,,,,,,,,,,,,,,,,,,,bars
298,Al Viale American Bar,"Via Archimede, 189",,90139,,Palermo,,091/6090133,,,,,"divertimento, ristoro",Cocktail bar,,,,,,,,,,,,,,,,,"lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",10:00,03:00,,,,,,,,,,,,,,,,,,,,,bars
304,Berlin Cafè,"Via Isidoro La Lumia, 21",,90139,,Palermo,,091/334398 - 091/584897,,,,,"divertimento, ristoro",Cocktail bar,,,,,,,,,,,,,,,,,"lunedi,martedi,mercoledi,giovedi,venerdi,sabato",19:00,03:00,,,,,,,,,,,,,,,,,,,,,bars
332,Drunks,"Via Cagliari, 14",,90133,,Palermo,,,,3204115312,alcronic@hotmail.it,,"divertimento, ristoro",Cocktail bar,,,,,,,,,,,,,,,,,"lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",19:00,02:00,,,,,,,,,,,,,,,,,,,,,bars
316,Cortile Patania,"Via Giuseppe Patania, 34",,90133,,Palermo,,091/7434772,,,,,"divertimento, ristoro",Cocktail bar,,,,,,,,,,,,,,,,,"martedi,mercoledi,giovedi,venerdi,sabato,domenica",17:00,03:00,,,,,,,,,,,,,,,,,,,,,bars
408,Litania,"Via del Celso, 69",,90134,,Palermo,,,,,,,"divertimento, ristoro",Cocktail bar,,,,,,,,,,,,,,,,,"giovedi,venerdi,sabato",20:00,02:30,,,,,,,,,,,,,,,,,,,,,bars
410,Lizard,"Via Pietro Paolo Rubens, 5",,90145,,Palermo,,091/6813948,,3929697942,info@lizardpalermo.net,http://www.lizardpalermo.com/,"divertimento, ristoro",Cocktail bar,,,,,,,,,,,,,,,,,"lunedi,martedi,mercoledi,giovedi,venerdi,sabato",19:00,03:00,,,,,,,,,,,,,,,,,,,,,bars
430,Cotton Club Cafè,Piazza Castelnuovo 35/A,,90134,,Palermo,,091/31246 - 091588063,,,info@cottonclubcafe.it,http://www.cottonclublounge.com/,"divertimento, ristoro",Cocktail bar,,,,,,,,,,,,,,,,,"lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",07:00,02:00,giovedi: chiusura alle 03.00; venerdi: chiusura alle 03.00; sabato: chiusura alle 04.00,,,,,,,,,,,,,,,,,,,,bars
450,Oceania,"Via Giotto, 45",,90145,,Palermo,,091/6816966,,,oceaniaristorazione@ristorantiitaliani.it,http://www.oceaniaristorazione.it,"divertimento, ristoro","Cocktail Bar, Pizzeria, Ristorante, Panineria",,,,,,,,,,,,,,,,,"lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",06:30,02:00,,,,,,,,,,,,,,,,,,,,,bars
453,Zammù,Piazza Della Rivoluzione 34/35,,90133,,Palermo,,,,,,,"divertimento, ristoro",Cocktail bar,,,,,,,,,,,,,,,,,"lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",19:00,03:00,,,,,,,,,,,,,,,,,,,,,bars
503,Vinile,"Via selinunte, 7",,90141,,Palermo,,,,,,https://it.foursquare.com/v/vinile/4d93755ef10ea09322fc291e,"divertimento, ristoro",Cocktail bar,,,,,,,,,,,,,,,,,"lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",19:00,"02:00, da lunedi a sabato",domenica: chiusura alle 00.00,,,,,,,,,,,,,,,,,,,,bars
522,Bukowski,"Piazza Teatro Santa Cecilia, 22",,90133,,Palermo,,,,,,,"divertimento, ristoro",Cocktail bar,,,,,,,,,,,,,,,,,"lunedi,giovedi,venerdi,sabato,domenica",20:00,03:00,,,,,,,,,,,,,,,,,,,,,bars
510,Phi Beach,"Lungomare Cristoforo Colombo, 2351",,90142,,Palermo - Addaura,,091/6849217,,3296999079,,,"divertimento, ristoro",Cocktail bar,,,,,,,,,,,,,,,,,"lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",09:00,02:00,,Stabilimento balneare di giorno elegante lounge bar di sera,,,,,,,,,,,,,,,,,,,bars
493,Shamrock Cafè,"Viale Campania, 44",,90144,,Palermo,,091/511319,,,,,"divertimento, ristoro",Cocktail bar,,,,,,,,,,,,,,,,,"lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",19:30,01:30,,,,,,,,,,,,,,,,,,,,,bars
524,Vespa Cafè,"Via dell'orologio, 38",,90133,,Palermo,,,,,,http://www.vespacafepalermo.it/,"divertimento, ristoro",Cocktail bar,,,,,,,,,,,,,,,,,"lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",10:00,02:00,lunedi: chiusura alle 15.00; domenica: apertura alle 18,,,,,,,,,,,,,,,,,,,,bars
400,La Champagneria Del Massimo,"Via Salvatore Spinuzza, 59",,90133,,Palermo,,091/335730,,3478050080,,,"divertimento, ristoro",Wine bar,,,,,,,,,,,,,,,,,"lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",09:00,03:00,,,,,,,,,,,,,,,,,,,,,bars
401,L'Aperitivo,"Via Giuseppe Giusti, 34",,90144,,Palermo,,091/301125,,,,,"divertimento, ristoro",Wine bar,,,,,,,,,,,,,,,,,"lunedi,mercoledi,giovedi,venerdi,sabato,domenica",18:30,02:00,,,,,,,,,,,,,,,,,,,,,bars
295,Ai chiavettieri,"Via Chiavettieri, 18",,90133,,Palermo,,091/328926,,,,,"divertimento, ristoro",Wine bar,,,,,,,,,,,,,,,,,"martedi,mercoledi,giovedi,venerdi,sabato,domenica",19:00,01:30,,,,,,,,,,,,,,,,,,,,,bars
303,Enoteca Arcilesi,"Via Maggiore Toselli, 125 -127",,90143,,Palermo,,091/301679,,,butybuty@libero.it,,"divertimento, ristoro",Wine bar,,,,,,,,,,,,,,,,,"lunedi,martedi,mercoledi,giovedi,venerdi,sabato",17:00,01:00,,,,,,,,,,,,,,,,,,,,,bars
384,Jazz'N Chocolate,"Via Giacalone, 29",,90133,,Palermo,,,,3298160376,,,"divertimento, ristoro",Wine bar,,,,,,,,,,,,,,,,,"martedi,mercoledi,giovedi,venerdi,sabato,domenica",19:00,02:00,venerdi: chiusura alle 03.00; sabato: chiusura alle 03.00,,,,,,,,,,,,,,,,,,,,bars
385,Kursaal Kalhesa,"Foro Umberto I, 21",,90133,,Palermo,,091/6162111 - 091/6167630,,,info@kursaalkalhesa.it,http://www.kursaalkalhesa.it,"divertimento, ristoro",Wine bar,,,,,,,,,,,,,,,,,"martedi,mercoledi,giovedi,venerdi,sabato,domenica",12.00,01.30,"venerdi: chiusura alle 02.00; sabato: chiusura alle 02.00; domenica: apertura alle 11.30, chiusura alle 18.00",,,,,,,,,,,,,,,,,,,,bars
452,Cavù,"Piazza della Rivoluzione, 1",,90133,,Palermo,,,,3292920789 - 3807922591,,,"divertimento, ristoro",Wine bar,,,,,,,,,,,,,,,,,"lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",18:30,03:00,,,,,,,,,,,,,,,,,,,,,bars
314,Centro Cha,"Via Velasquez, 28-34",,90141,,Palermo,,091/580127,,,centrocha@libero.it,,"divertimento, ristoro",Wine bar,,,,,,,,,,,,,,,,,"martedi,mercoledi,giovedi,venerdi,sabato,domenica",17:00,01:30,,,,,,,,,,,,,,,,,,,,,bars
324,La Cuba,"Via Francesco Scaduto, 2",,90144,,Palermo,,091/309201,091/6257168,,info@lacuba.com,http://www.lacuba.com,"divertimento, ristoro","Wine Bar, pub",,,,,,,,,,,,,,,,,"lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",19:00,02:00,,,,,,,,,,,,,,,,,,,,,bars
335,Noga Wine Bar,"Via Chiavettieri, 17",,90133,,Palermo,,,,,,,"divertimento, ristoro",Wine bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bars
343,Robinson Vini,"Via Ludovico Ariosto, 11",,90144,,Palermo,,091/6252014,,,,,"divertimento, ristoro",Wine bar,,,,,,,,,,,,,,,,,"lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",19:00,02:00,,,,,,,,,,,,,,,,,,,,,bars
370,Hub,"Via Libertà, 84",,90143,,Palermo,,091/304977,,,relazioniesterne.hub@gmail.com,http://www.hubpalermo.com,"divertimento, ristoro",Wine bar,,,,,,,,,,,,,,,,,"lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",19:00,03:00,,,,,,,,,,,,,,,,,,,,,bars
374,Gatto Nero,"Via Rua Formaggi, 15",,90134,,Palermo,,,,3403452222,gattoneropub@hotmail.it,,"divertimento, ristoro",Wine bar,,,,,,,,,,,,,,,,,"lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",19:30,02:00,,,,,,,,,,,,,,,,,,,,,bars
404,Lord Green,Via Enrico Parisi 30/A,,90141,,Palermo,,091/6110194,,,mortillaro@neomedia.it,,"divertimento, ristoro",Wine bar,,,,,,,,,,,,,,,,,"lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",18:30,03:00,,,,,,,,,,,,,,,,,,,,,bars
439,Mi manda Picone,"Via A. Paternostro, 59",,90133,,Palermo,,091/6160660,,,,,"divertimento, ristoro",Wine bar,,,,,,,,,,,,,,,,,"lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",19:00,,,,,,,,,,,,,,,,,,,,,,bars
525,Rendez Vous,"Via Castrofilippo, 24",,90133,,Palermo,,,,3498111189 - 3201171828,davidgraviano@hotmail.it,http://www.rendezvouspalermo.com/,"divertimento, ristoro",Wine bar,,,,,,,,,,,,,,,,,"martedi,mercoledi,giovedi,venerdi,sabato,domenica",19:30,01:00,,,,,,,,,,,,,,,,,,,,,bars
496,Spirito Dvino,"Via Principe Di Belmonte, 44-46",,90139,,Palermo,,,,3939246261,info@spiritodvino.it,http://www.spiritodvino.it/index.htm,"divertimento, ristoro",Wine bar,,,,,,,,,,,,,,,,,"lunedi,martedi,mercoledi,giovedi,venerdi,sabato",19:00,02:00,,,,,,,,,,,,,,,,,,,,,bars
378,Cocoa Jazz Restaurant,Piazzetta Chiesa dei Cocchieri 5,,90133,,Palermo,,091/172591,,,,,ristoro,Ristorante,,,,,,,,,,,,,,,,italiana,,,,,,,,,,,,,,,,,,,,,,,,dining
392,Freschette BioBistrot,"Piazzetta Monteleone, 5",,90133,,Palermo,,091/820727,,3932430440,freschette@hotmail.it,http://www.freschette.com/,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
395,Al Covo dei Beati Paoli,"Piazza Marina, 50",,90133,,Palermo,,091/166634,,3279040510,info@alcovodeibeatipaoli.com,http://www.alcovodeibeatipaoli.com/,ristoro,"Ristorante, Pizzeria",,,,,,,,,,,,,,,,"italiana,pizza",,,,,,,,,,,,,,,,,,,,,,,,rec_dining
396,Principe di Camporeale,Piazza Principe di Camporeale 13,,90138,,Palermo,,091/530424,,,,,ristoro,"Ristorante, Pizzeria",,,,,,,,,,,,,,,,"mediterranea,pizza",,,,,,,,,,,,,,,,,,,,,,,,rec_dining
403,Ferro Di Cavallo,"Via Venezia, 20",,90133,,Palermo,,091/31835,,3391862841 - 3496755312,,http://www.ferrodicavallopalermo.it/index.php,ristoro,Ristorante,,,,,,,,,,,,,,,,tipica palermitana,,,,,,,,,,,,,,,,,,,,,,,,dining
409,Trattoria Al Cancelletto Verde,"Via Riccardo Wagner, 14",,90139,,Palermo,,091/20537,,,,http://www.alcancellettoverde.it/,ristoro,Ristorante,,,,,,,,,,,,,,,,tipica siciliana,,,,,,,,,,,,,,,,,,,,,,,,dining
414,Pizzo & Pizzo,"Via XII Gennaio, 1",,90141,,Palermo,,091/014544,,3333112864,pizzoepizzo@libero.it,http://www.pizzoepizzo.com/,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
416,Lo Scudiero,"Via Turati, 7",,90139,,Palermo,,091/81628,,,,http://www.ristoranteloscudiero.com/,ristoro,Ristorante,,,,,,,,,,,,,,,,italiana,,,,,,,,,,,,,,,,,,,,,,,,dining
413,Trattoria Al Vecchio Club Rosanero,vicolo Caldomai,,90134,,Palermo,,,,3494096880,,,ristoro,Ristorante,,,,,,,,,,,,,,,,tipica palermitana,,,,,,,,,,,,,,,,,,,,,,,,dining
419,Vecchia Trattoria da Toto,"Via Coltellieri, 5",,90133,,Palermo,,,,3333157558,,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
420,Trattoria Primavera,"Piazza Bologni, 4",,90133,,Palermo,,091/29408,,,,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
421,Donna Ina,"Via Messina Marine, 118",,90121,,Palermo,,,,3460550363,,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
425,Le Delizie di Cagliostro,"Via Vittorio Emanuele, 150",,90133,,Palermo,,091/32818,,,cagliostro04@tiscali.it,http://www.ledeliziedicagliostro.it/,ristoro,Ristorante,,,,,,,,,,,,,,,,tipica siciliana,,,,,,,,,,,,,,,,,,,,,,,,dining
426,Gusto Italiano,Via la Masa 11,,90139,,Palermo,,,,,gusto.italiano@libero.it,,ristoro,"Ristorante, Wine Bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bars
429,Santandrea,"Piazza Sant'Andrea, 4",,90133,,Palermo,,091/34999,,,info@ristorantesantandrea.eu,http://www.ristorantesantandrea.eu/,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
433,Al Covo Dell'Arte,"Via dei Tintori, 22",,90133,,Palermo,,091/118779,,,,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
435,Trattoria Ai Normanni,Piazza della Vittoria 25,,90134,,Palermo,,,,,,,ristoro,Ristorante,,,,,,,,,,,,,,,,"europea,",,,,,,,,,,,,,,,,,,,,,,,,dining
438,Carlo V,Piazza Bologni 22,,90137,,Palermo,,,,,,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
440,Ristorante Ferro,"Piazza Sant'Onofrio, 42",,90134,,Palermo,,091/86049,,,ferroristorante@alice.it,http://www.ristoranteferro.com/,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
441,Osteria Dei Vespri,"Piazza Croce dei Vespri, 6",,90133,,Palermo,,091/171631,,,osteriadeivespri@libero.it,http://www.osteriadeivespri.it/,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
442,Trattoria Torremuzza,Via Torremuzza 21,,90133,,Palermo,,091/525532,,,,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
449,Trattoria Piccolo Napoli,"Piazzetta Mulino a Vento, 4",,90139,,Palermo,,091/20431,,,,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
489,Casamia,"Viale Margherita di Savoia, 53",,90151,,Mondello,,091/840717 - 0916842263,091/841508,3492364913,info@hotelvillaesperia.it,http://www.hotelvillaesperia.it/ristorante.html,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
491,Peter Pan,"Via Saline, 108",,90149,,Mondello,,091/51447,,,,,ristoro,"Ristorante, Pizzeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec_dining
499,Alle Terrazze,Viale Regina Elena,,90151,,Mondello,,091/262903,091/727948,,info@alleterrazze.it,http://www.alleterrazze.it/,ristoro,"Ristorante, Pizzeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec_dining
504,Da Sariddu e Figli,"Piazza Mondello, 48",,90151,,Mondello,,091/51922,,,Ristorante.sariddu@email.it,http://www.ristorantesariddu.it/,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
511,Il Grottino,"Via Catullo, 15",,90147,,Sferracavallo,,091/33038,,,,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
515,Alla Corte dei Normanni,"Via torretta, 66",,90147,,Sferracavallo,,091/912051,,3385624022,allacortedeinormanni@gmail.com,http://www.ristoranteallacortedeinormanni.com/,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
477,Acanto,"Via Torrearsa, 10",,90139,,Palermo,,091/014567,,,info@ristoranteacanto.it,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
478,Al 59,"Piazza Verdi, 59",,90138,,Palermo,,091/83139,,,,,ristoro,"Ristorante, Pizzeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec_dining
479,Trattoria Dal Pompiere,"Via Bara All'Olivella, 107",,90133,,Palermo,,091/25282,,,,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
480,Il Tipico e il Particolare,"Via della vetriera, 46",,90133,,Palermo,,091/076972,,,,http://sitopartner.wix.com/tipicoeparticolare,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
482,Bucatino,"Via Principe Di Villafranca, 59",,90141,,Palermo,,091/110253,,3930674681,cicciobucatino@gmail.com,http://www.bucatino.biz/,ristoro,Ristorante,,,,,,,,,,,,,,,,tipica palermitana,,,,,,,,,,,,,,,,,,,,,,,,dining
490,La Mattanza,"Piazza Bordonaro, 9",,90142,,Palermo,,091/376298,,,Ristorantelamattanza@libero.it,http://www.ristorantelamattanza.it/index.html,ristoro,"Ristorante, Pizzeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec_dining
492,Villa Antigone,"Via Antigone, 40",,90149,,Mondello,,091/54306,,,,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
497,Charleston,"Via Generale Magliocco, 15",,90141,,Palermo,,091/50171,,,info@ristorantecharleston.com,http://www.ristorantecharleston.com/,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
508,Trattoria Temptation,"Via Torretta, 94",,90147,,Sferracavallo,,091/911104,,,temptationsas@libero.it,http://www.trattoriatemptation.com/,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
512,La Barca,"Via Barcarello, 71",,90147,,Sferracavallo,,091/911609,091/30738,,info@ristorantelabarca.it,http://www.ristorantelabarca.it/,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
487,Badalamenti Cucina e Bottega,"Viale Galatea, 55",,90151,,Mondello,,091/50213,,,badalamentienoteca@alice.it,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
495,Le Antiche Mura,"Via Mattei, 1",,90151,,Mondello,,091/53940,,3331976830,innclub@libero.it,http://www.leantichemuraristorante.com/#,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
502,Trattoria Sapori di mare,"Via Torre di Mondello, 28",,90151,,Mondello,,091/840623,,335404992,saporidimaregiovanni@virgilio.it,http://www.trattoriasaporidimaregiovanni.com/,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
505,Al Brigantino,"Via torretta, 104",,90148,,Sferracavallo,,091/911778,,3337540950,info@albrigantino.com,http://www.albrigantino.com/,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
509,Il Delfino,"Via Torretta, 80",,90147,,Sferracavallo,,091/30282,,,,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
513,La Perla Del Mare,"Piazza Marina DI Sferracavallo, 18",,90147,,Sferracavallo,,091/912176,,,enea.angelo@alice.it,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
476,Pane Amore & Mortadella,Via Quintino Sella 53,,90139,,Palermo,,,,3479061560,,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
481,Al Santa Caterina,"Cortile Santa Caterina, 1",,90133,,Palermo,,,,3388082388,,,ristoro,"Ristorante, Pizzeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec_dining
483,Paninfarinah,Piazza Marina 52/53,,90133,,Palermo,,091/162230,,,,,ristoro,"Ristorante, Pizzeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec_dining
485,La Cascina,"Viale Margherita di Savoia, 72",,90149,,Mondello,,091/840383,091/840383,3407646068,lacascinadimacaluso@tiscali.it,http://www.lacascinapa.com/,ristoro,"Ristorante, Pizzeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec_dining
501,Trattoria Da Calogero,"Via Torre Monddello, 22",,90151,,Mondello,,091/841333,,,kalgheros90@hotmail.it,http://www.trattoriadacalogero.com/,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
507,Capricci Di Mare,"Via Scalo di Sferracavallo, 4",,90147,,Sferracavallo,,091/910658,,,,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
516,Trattoria L'Ancora,"Via Torretta, 78",,90147,,Sferracavallo,,091/32934,,,trattorialancora@libero.it,http://www.trattorialancora.com/,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
363,Sicilia E Dintorni,"Via Messina Marine, 381",,90123,,Palermo,,091/213227,,3475960085,settimo.giuliano@virgilio.it,http://www.trattoriasiciliaedintorni.it/il-ristorante,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
380,Regine S.r.l.,"Via Trapani, 4",,90141,,Palermo,,091/86566,,,regine@ristoranteregine.it,http://www.ristoranteregine.it/,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
382,Officina del Gusto Bye Bye Blues,"Via Vittorio Emanuele, 316",,90134,,Palermo,,091/116678,091/111568,,info@officinabyebyeblues.com,http://www.officinabyebyeblues.com/,ristoro,Ristorante,,,,,,,,,,,,,,,,"italiana,mediterranea",,,,,,,,,,,,,,,,,,,,,,,,dining
397,Cucina Papoff,"Via Isidoro la Lumia, 32",,90139,,Palermo,,091/86460,,,cucinapapoff@libero.it,http://www.cucinapapoff.com/,ristoro,Ristorante,,,,,,,,,,,,,,,,italiana,,,,,,,,,,,,,,,,,,,,,,,,dining
398,La Cambusa,"Piazza Marina, 16",,90133,,Palermo,,091/84574,,3475901917,info@lacambusa.it,http://www.lacambusa.it/chisiamo.php,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
399,Sal Capone,"Via Catania, 44",,90139,,Palermo,,,,,,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
405,Antica trattoria del Monsù,"Via Volturno, 41",,90138,,Palermo,,091/27774,,,,http://www.anticatrattoriadelmonsu.com/,ristoro,"Ristorante, Pizzeria",,,,,,,,,,,,,,,,"tipica,pizza",,,,,,,,,,,,,,,,,,,,,,,,rec_dining
406,Gli Amanti,Piazzetta Colonna,,90139,,Palermo,,091/89976,,,,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
443,Lo Strascino,"Viale Regione Siciliana Nord - Ovest, 2286",,90135,,Palermo,,091/01292,091/08965,,lo.strascino@libero.it,http://www.lostrascino.com/,ristoro,Ristorante,,,,,,,,,,,,,,,,tipica siciliana,,,,,,,,,,,,,,,,,,,,,,,,dining
455,Casa del Brodo,"Via Vittorio Emanuele, 175",,90133,,Palermo,,091/21655,091/85382,,,http://www.casadelbrodo.it/,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
457,La Corte Dei Mangioni,"Via Sammartino, 97",,90139,,Palermo,,091/255360,,,,,ristoro,"Ristorante, Pizzeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec_dining
