accoglienza.sale_meeting,consolato.orari.apertura,cap,consolato.console,agenzia.intestazione,accoglienza.direttore,accoglienza.residences,id,tipi_specifici,divertimento-e-ristoro.orari.note,accoglienza.descrizione,accoglienza.stelle,divertimento-e-ristoro.cucina,consolato.pec,citta,fax,indirizzo,telefono,web,consolato.orari.note,divertimento-e-ristoro.orari.apertura,tipi,divertimento-e-ristoro.orari.giorni,consolato.orari.giorni,consolato.stato,email,divertimento-e-ristoro.orari.chiusura,accoglienza.gestione,accoglienza.camere,nome,divertimento-e-ristoro.informazioni,consolato.orari.chiusura,mobile
,,90133,,,,,261,"bed and breakfast, B&B",,"Bed and breakfast Teatro Massimo ?? una dimora elegante nel cuore di Palermo, situato a soli 50 metri dal famoso Teatro Massimo, nella zona pedonale del centro storico. Il palazzo storico che ospita il B&B ?? totalmente restaurato ed ?? dotato di ascensore.",1,,,Palermo,,Teatro Massimo,0916197653,http://www.bedbreakfastpalermo.it,,,accoglienza,,,,bbteatromassimo@alice.it,,,,Teatro Massimo,,,3388323334
,,90133,,,,,181,"bed and breakfast, B&B",,,3,,,Palermo,,Cleopatra,0916169638,http://www.cleopatrabb.it,,,accoglienza,,,,info@cleopatrabb.it,,,2,Cleopatra,,,
,,90139,,,,,182,"bed and breakfast, B&B",,,3,,,Palermo,,Coffee and the city,,http://www.coffeandthecity.it,,,accoglienza,,,,info@coffeandthecity.it,,,3,Coffee and the city,,,3349611681
,,90133,,,,,185,"bed and breakfast, B&B",,,3,,,Palermo,,David's Room,0916164931,http://www.bbdavidsroom.com,,,accoglienza,,,,info@bbdavidsroom.com,,,4,David's Room,,,3319759434
,,90143,,,,,208,"bed and breakfast, B&B",,,3,,,Palermo,,Jerry House,0915079802,,,,accoglienza,,,,jerryhouse@gmail.com,,,1,Jerry House,,,3281548071
,,90133,,,,,210,"bed and breakfast, B&B",,"L'Olivella ?? un b&b familiare situato nell'omonimo quartiere storico di Palermo, fra il museo archeologico A. Salinas e il Teatro Massimo. Grazie alla sua posizione strategica risulta ideale per visitare la citt?? ed ?? inoltre facilmente raggiungibile con i mezzi che collegano Palermo all'aeroporto Falcone e Borsellino. Particolare cura ?? dedicata al rituale della prima colazione, servita tutte le mattine nell'elegante sala da pranzo che conserva ancora il suo originale fascino. Potrete gustare dolci genuini e specialit?? locali.",3,,,Palermo,,L'Olivella,0916110288,http://www.olivellabb.it,,,accoglienza,,,,info@olivellabb.it,,,,L'Olivella,,,
,,90139,,,,,220,"bed and breakfast, B&B",,"Il bed e breakfast ?? sito nel bel salotto Palermitano Piazza Politeama, dall'omonimo teatro che domina la piazza che si trova alla fine di Via Libert?? ed all'inizio di via Ruggero Settimo, lungo l'asse principale della citt?? e a pochi passi dalle fermate bus collegate con tutte le destinazioni aeroporto, stazione, porto e dalle pi?? importanti attrattive artistiche presenti in citt??. In un palazzo nobiliare e con una visuale d'altri tempi il bed & breakfast Libert?? ?? una delle pi?? belle accomodation per soggiornare nel cuore di Palermo sia per dei viaggi di lavoro che per trascorrere una rilassante vacanza. Principale centro urbano della Sicilia, Palermo ?? una polis dalla storia millenaria che ha regalato un notevole patrimonio artistico spaziando tra resti di mura puniche per giungere a ville liberty, residenze in stile arabo-normanno, chiese barocche e teatri neoclassici ed ?? oggi tra le principali mete turistiche del Sud Italia e tra le maggiori mete crocieristiche del bacino mediterraneo. Va sottolineato che il popolo Siciliano ?? famoso per lo spirito di ospitalit?? ed ?? questa la caratteristica principale del bed e breakfast, luogo che vi consentir?? di soggiornare in Libert?? nonostante i km di distanza da casa propria",2,,,Palermo,,Libert??,0915075843,http://www.bedandbreakfastliberta.it,,,accoglienza,,,,info@bedandbreakfastliberta.it,,,,Libert??,,,3801394669
,,90142,,,,,222,"bed and breakfast, B&B",,,3,,,Palermo,,Maride,091530655,http://www.maridehouse.com,,,accoglienza,,,,mario.cernigliaro@alice.it,,,3,Maride,,,3287472656
,,90146,,,,,227,"bed and breakfast, B&B",,,3,,,Palermo,,Montecarlo,0917510622,http://www.bebmontecarlo.it,,,accoglienza,,,,info@bebmontecarlo.it,,,2,Montecarlo,,,3471881970
,,90133,,,,,231,"bed and breakfast, B&B",,,3,,,Palermo,,Nicadomus,0919823666,http://www.bandbnicadomus.com,,,accoglienza,,,,info@bandbnicadomus.com,,,3,Nicadomus,,,3738234351
,,90133,,,,,236,"bed and breakfast, B&B",,"Che voi siate a Palermo per lavoro o per diletto, il b&b Novecento ?? la sistemazione ideale in quanto si trova in una posizione ottima per visitare a piedi la citt??: il nostro B&B trova luogo nel cuore del centro storico di Palermo, all'ultimo piano (con ascensore) di un prestigioso edificio di inizio secolo, sapientemente restaurato per mantenere il fascino del vissuto e le comodit?? del moderno. Si caratterizza per gli alti soffitti decorati in stile, arredo di inizio secolo e la grande cura dei dettagli. Ottima prima colazione con dolci freschi, prodotti biologici e frutta fresca di stagione. Composizione camere: n.4 camere doppie/matrimoniali, ciascuna con bagno privato esterno (ogni bagno ad uso esclusivo di ciascuna camera) n.1 camera tripla con bagno privato interno",3,,,Palermo,,Novecento,0919761194,http://www.bed-breakfast-palermo.com,,,accoglienza,,,,info@bed-breakfast-palermo.com,,,5,Novecento,,,
,,90133,,,,,242,"bed and breakfast, B&B",,,2,,,Palermo,,Palazzo Lungarini,,,,,accoglienza,,,,luna@neomedia.it,,,2,Palazzo Lungarini,,,3397827984 - 3928558390
,,90139,,,,,252,"bed and breakfast, B&B",,"Situato in posizione centralissima, nelle vicinanze dell'antico teatro da cui prende il nome e che venne inaugurato nel 1874, ancora incompleto e a cielo aperto, con i I Capuleti e i Montecchi di Vincenzo Bellini, il Bed & Breakfast Politeama Square vi offre la possibilit?? di visitare a piedi e con facilit?? i monumenti del centro storico e la Palermo dei vicoli notturni, per scoprire atmosfere romantiche e piene di vitalit??. l B&B Politeama Square offre camere con balcone e connessione Wi-Fi gratuita nel centro di Palermo, vicino al porto e al Teatro Politeama, e a meno di 10 minuti a piedi dal Teatro Massimo. Questo B&B a conduzione familiare si trova al 4?? piano di un edificio storico e le sue camere sono climatizzate e dotate di TV e vista sulla citt??. Il Politeama Square B&B dista 200 metri da un parcheggio pubblico e 50 metri dalla fermata dell'autobus pi?? vicina. La struttura gode di ottimi collegamenti in autobus per le altre zone della citt?? e per l'aeroporto di Palermo.",3,,,Palermo,,Politeama Square,,http://www.politeamasquare.com,,,accoglienza,,,,prenotazione@politeamasquare.com,,,,Politeama Square,,,3285581877
,,90133,,,,,253,"bed and breakfast, B&B",,"Il nostro B&B, situato nel centro storico di Palermo, in un palazzo liberty degli anni venti, la vista spazia sulle cupole ed i tetti del centro. Ci troviamo in Via Roma, arteria commerciale che attraversa tutto il cento storico di Palermo, i monumenti ed i musei pi?? importanti sono raggiungibili a piedi. Dista 200 mt. dalla stazione centrale ed ?? ben collegato all'aereoporto ed all'porto, trovandosi nelle immediate vicinanze delle fermate di autobus, pullman e metropolitana.",2,,,Palermo,,Rosella Bianchi,0916171098,http://www.rosellabianchibb.com,,,accoglienza,,,,rosella_bianchi@libero.it,,,,Rosella Bianchi,,,3385353452
,,90138,,,,,256,"bed and breakfast, B&B",,,3,,,Palermo,,Scala Reale,0917833185,,,,accoglienza,,,,bbscalareale@gmail.com,,,2,Scala Reale,,,3293993685
,,90133,,,,,257,"bed and breakfast, B&B",,,2,,,Palermo,,Seralcadio,,http://www.seralcadio.com,,,accoglienza,,,,info@seralcadio.com,,,3,Seralcadio,,,3389574374
,,90151,,,,,259,"bed and breakfast, B&B",,,3,,,Palermo - Mondello,,Simpaty,0916893850,http://www.simpatymondello.com,,,accoglienza,,,,simpatycamere@libero.it,,,3,Simpaty,,,3206109834
,,90142,,,,,265,"bed and breakfast, B&B",,,2,,,Palermo - Addaura,,Villa Addaura,0916849031,http://www.villa-addaura.com,,,accoglienza,,,,info@villa-addaura.com,,,3,Villa Addaura,,,
,,90133,,,,,287,"bed and breakfast, B&B",,"Il B&B Giugagi?? ?? felice di ospitarvi a Palermo. Siamo nel cuore del centro storico di Palermo, la via Bandiera delimita infatti due dei famosi mercati di Palermo il Capo?? e la Vucciria. La struttura dispone di una camera doppia e una quadrupla entrambe con bagno ad uso esclusivo, tv, aria condizionata ed internet wifi gratuito. Una sala colazione con camino e terrazzino adiacente, una sala comune con angolo lettura, angolo tv con lettore dvd, angolo per ascolto musica e scacchi o dama.Non dimenticate di portare con voi un oggetto, un piccolo souvenir tipico della vostra terra per arricchire la nostra bacheca con il ricordo di chi ci ?? venuto a trovare. Saremo lieti di omaggiarvi un ricordo tipico della nostra citt??.",3,,,Palermo,,Giugagi??,,http://www.giugagio.it,,,accoglienza,,,,info@giugagio.it,,,,Giugagi??,,,3395705673 - 3278235045
,,90128,,,,,177,"bed and breakfast, B&B",,,2,,,Palermo,,Casacatti,,,,,accoglienza,,,,casacatti@libero.it,,,3,Casacatti,,,3890572372
,,90139,,,,,178,"bed and breakfast, B&B",,,3,,,Palermo,,Casetta Manfredi,0912514948,http://www.casettamanfredi.com,,,accoglienza,,,,info@casettamanfredi.com,,,4,Casetta Manfredi,,,3281283143
,,90133,,,,,179,"bed and breakfast, B&B",,,3,,,Palermo,,Castiglia,0916172341,http://www.bbcastiglia.it,,,accoglienza,,,,bb.castiglia@gmail.com,,,5,Castiglia,,,
,,90133,,,Chiara Castiglia,,180,"bed and breakfast, B&B",,,3,,,Palermo,,Cavour Il Conte Camillo,0916124377,http://www.bbpalermo.it,,,accoglienza,,,,chiara.cannizzaro@hotmail.it,,,3,Cavour Il Conte Camillo,,,3475089677
,,90133,,,,,184,"bed and breakfast, B&B",,,2,,,Palermo,,D'Angelo,0917847302,http://www.bedbreakfastdangelo.com,,,accoglienza,,,,info@bedbreakfastdangelo.com,,,4,D'Angelo,,,3407697922
,,90139,,,,,186,"bed and breakfast, B&B",,"Bed and Breakfast Museo Salinas ?? una raffinata dimora nel centro storico di Palermo sito a pochi metri dal Museo Nazionale Archeologico A. Salinas e dal notissimo Teatro Massimo. L'appartamento, posto al primo piano di un edificio storico, ?? completamente e finemente ristrutturato con terrazzo annesso ove d'estate sar?? possibile consumare la prima colazione. La sua posizione strategica offre tutto ci?? che un ospite pu?? ricercare per trascorrere una vacanza a Palermo, con il vantaggio di raggiungere con facilit??, anche a piedi, tutti i punti di maggiore interesse della citt??. Dal nostro B&B, in pochi minuti puoi raggiungere il porto, la stazione dei treni e degli autobus (urbani ed extraurbani) e la fermata del bus da e per l'aeroporto. A piedi potrai visitare la citt?? storica che accoglie i pi?? grandi monumenti della Sicilia, come il Teatro Massimo, il Museo Salinas, le chiese barocche Sant'Ignazio all'Olivella e San Domenico, il Teatro Politeama, i Quattro Canti, Piazza Pretoria, la Chiesa della Martorana, la Cattedrale, il Palazzo Reale, la Cappella Palatina ed i mercati storici di Ballar??, Vucciria, Capo e tanto altro. Per gli amanti dello shopping e della buona cucina, la possibilit?? di fare acquisti nelle pi?? rinomate vie di Palermo come Via Roma, Via Ruggero Settimo e Via Libert?? e di gustare la cucina tradizionale dei numerosi ristoranti e locali tipici nei caratteristici vicoli pedonali del centro storico Bed & Breakfast Museo Salinas ?? situato nel Centro Storico di Palermo a circa 40 metri dal Museo Archeologico Antonio Salinas e circa 100 metri dal famoso Teatro Massimo di Palermo.",2,,,Palermo,,De Salinas,0915507737,http://www.desalinas.com,,,accoglienza,,,,info@desalinas.com,,,,De Salinas,,,3475977157
,,90141,,,Simona Faldetta,,192,"bed and breakfast, B&B",,"Il B&B Felice ?? situato nel cuore di Palermo a soli pochi passi da Piazza Politeama; ?? posto al terzo piano di una palazzina in stile liberty dei primi del '900. L'appartamento gode di camere spaziose e luminose, ognuna con bagno privato, arredate nei minimi dettagli e dotate di tutti i comfort. Ogni mattina durante la colazione potrete gustare dolci tipici e torte fatte in casa. In zona troverete bus di linea, bus in partenza da/per l'aeroporto ed altre localit?? turistiche. Inoltre saremo a vostra disposizione per qualunque chiarimento o richiesta d'informazione.",3,,,Palermo,,Felice,091320612,http://www.bbfelice.it,,,accoglienza,,,,info@bbfelice.it,,,3,Felice,,,3934318625 - 3881698972
,,90143,,,,,194,"bed and breakfast, B&B",,,3,,,Palermo,,Giardini,0919825886,,,,accoglienza,,,,mvalente44@yahoo.it,,,2,Giardini,,,
,,90133,,,,,199,"bed and breakfast, B&B",,"Ubicato nel centro storico di Palermo, I Cavalieri di Malta ?? un bed and breakfast che gode di un'eccellente posizione centrale. Le maggiori attrazioni di Palermo, il teatro Massimo, il teatro Politeama, i negozi, i ristoranti, la vita notturna dei pubs, cos?? come i luoghi d'interesse storico - dal Palazzo Reale, con la sua splendida Cappella Palatina, al Cassaro, alla Cattedrale Normanna si trovano a pochi passi dal nostro bed and breakfast.",3,,,Palermo,,I Cavalieri di Malta,,http://www.icavalieridimalta.it,,,accoglienza,,,,info@icavalieridimalta.it,,,,I Cavalieri di Malta,,,3297954532 - 3394866462
,,90134,,,,,201,"bed and breakfast, B&B",,,3,,,Palermo,,Il giardino di Ballar??,091212215,http://www.ilgiardinodiballaro.it,,,accoglienza,,,,ilgiardinodiballaro@gmail.com,,,5,Il giardino di Ballar??,,,3391834950
,,90139,,,,,206,"bed and breakfast, B&B",,,2,,,Palermo,,Il Principe,0917841010,http://www.bebilprincipe.com,,,accoglienza,,,,info@bebilprincipe.com,,,4,Il Principe,,,3401044143
,,90149,,,,,207,"bed and breakfast, B&B",,,3,,,Palermo,,In Villa,091450811,http://www.invillabbmondello.splinder.com,,,accoglienza,,,,invillabb@yahoo.it,,,2,In Villa,,,
,,90127,,,,,214,"bed and breakfast, B&B",,,2,,,Palermo,,La Casa dei Limoni,0916176297,http://www.lacasadeilimoni.it,,,accoglienza,,,,info@lacasadeilimoni.it,,,4,La Casa dei Limoni,,,
,,90133,,,,,216,"bed and breakfast, B&B",,"La Fuitina si trova in un edificio seicentesco nel vero cuore del centro storico di Palermo. Situata infatti ai margini del mercato della Vucciria, l'appartamento si affaccia su Corso Vittorio Emanuele, una delle due pi?? antiche strade della citt??. Grazie alla sua posizione, Fuitina, dista a pochi minuti di passeggiata dai luoghi e i monumenti pi?? importanti della citt?? come Piazza Marina, lungomare del Foro Italico, Chiesa di San Francesco, i Quattro canti, la Cattedrale, La Martorana, Piazza Pretoria, Chiesa di San Domenico, Casa Professa e dagli altri storici mercati come Ballar?? e Capo. Per gustare le prelibatezze della nostra terra o ascoltare della musica, basta raggiungere a piedi in pochi minuti, ristoranti, pub, teatro. Il centro storico, infatti come Corso Vittorio, Piazza Marina e la Vucciria, sono ritrovo per la vita notturna della citt??. L'appartamento, appena ristrutturato, dispone di una camera doppia, una tripla e di una grande camera che pu?? contenere sino a 4 posti letto, ideale per una famiglia di quattro persone o per amici. Tutte le camere sono dotate di climatizzazione e balconi. Fuitina, inoltre, ospita due zone living; la cucina, dotata di ogni accessorio a disposizione dei clienti e dove, nella formula B&B, vengono servite ricche colazioni. Avrete anche la possibilit??, di accedere ad Internet, leggere o ascoltare musica nella saletta comune. Lo staff con la sua atmosfera simpatica e informale, vi aiuter?? a scorrere un buon soggiorno a Palermo. Luca & Jessica",1,,,Palermo,,La Fuitina,0919766501,http://www.fuitina.com,,,accoglienza,,,,info@fuitina.com,,,3,La Fuitina,,,3471541696
,,90141,,,,,218,"bed and breakfast, B&B",,"Situata in una zona centrale ed elegante di Palermo, ottimamente servita dai mezzi pubblici, al terzo piano (con ascensore) di un edificio dei primi del Novecento, la struttura (classifica 3 stelle) ?? costituita da tre camere: una singola, una doppia/matrimoniale e una tripla - una vera e propria suite, con un ampio soggiorno, che d?? sulle tegole e dal quale si gode una bella vista sul Monte Pellegrino. Privacy e tranquillit?? sono assicurate. La prima colazione, a base di prodotti locali, viene servita nell'ampia cucina dell'appartamento. La permanenza minima ?? di due notti; non si accettano animali, n?? bambini sotto i sei anni. Si parlano francese, inglese, tedesco e polacco. Si fornisce materiale informativo.",3,,,Palermo,,Le Tartarughe,0916252338,,,,accoglienza,,,,mabalsano@libero.it,,,3,Le Tartarughe,,,
,,90147,,,,,221,"bed and breakfast, B&B",,,3,,,Palermo,,Malusi,,http://www.malusi.it,,,accoglienza,,,,info@malusi.it,,,2,Malusi,,,3280367919 - 3398846933
,,90138,,,,,224,"bed and breakfast, B&B",,,3,,,Palermo,,Mediterraneo B&B,0917574886,http://www.bedmediterraneo.it,,,accoglienza,,,,info@bedmediterraneo.it,,,1,Mediterraneo B&B,,,3484293525 - 3357760377
,,90142,,,,,225,"bed and breakfast, B&B",,,2,,,Palermo,,Miramar,091549338,,,,accoglienza,,,,helgaomodei@libero.it,,,2,Miramar,,,
,,90141,,,,,234,"bed and breakfast, B&B",,,3,,,Palermo,,Notarbartolo,0917308333,http://www.bed-and-breakfast-palermo.it,,,accoglienza,,,,info@notarbartolo.com,,,3,Notarbartolo,,,
,,90139,,,,,235,"bed and breakfast, B&B",,,2,,,Palermo,,Notti Magiche,091589714,http://www.bbnottimagiche.com,,,accoglienza,,,,info@bbnottimagiche.com,,,2,Notti Magiche,,,3382584849
,,90129,,,,,243,"bed and breakfast, B&B",,,3,,,Palermo,,Palazzo Reale,091424045,http://www.palazzoreale.it,,,accoglienza,,,,sistina1984@hotmail.com,,,3,Palazzo Reale,,,3202407933
,,90129,,,,,263,"bed and breakfast, B&B",,"Il bed & breakfast Ulisse si trova nel cuore di Palermo, a metri 100 dal centro selezione VFP1 Caserma Tukori Corso Calatafimi, in posizione centralissima, vicino al Palazzo Reale, alla Cappella Palatina, alla Cattedrale e tantissimi siti di interesse turistico e culturale. Gli interni del bed & breakfast Ulisse sono studiati per offrire il massimo dell'ospitalita' nel modo piu' semplice e discreto. La camera ?? molto confortevole ed arredata con gusto. Infatti ?? dotata di aria condizionata e riscaldamento, frigo e la possibilit?? di connessione ad internet.",1,,,Palermo,,Ulisse,0912531742,,,,accoglienza,,,,bbulisse@tiscali.it,,,,Ulisse,,,368688061
,,90151,,,,,202,"bed and breakfast, B&B",,,3,,,Palermo - Mondello,,Il girasole,0918884225,,,,accoglienza,,,,bbilgirasole@hotmail.it,,,4,Il girasole,,,3292143113 - 3490509728
,,90133,,,,,241,"bed and breakfast, B&B",,,3,,,Palermo,,Palazzo Filangeri,0916166766,http://www.palazzofilangeri.it,,,accoglienza,,,,luigimendola@palazzofilangeri.it,,,1,Palazzo Filangeri,,,
,,90139,,,,,247,"bed and breakfast, B&B",,,3,,,Palermo,,Palik??,091586795,http://www.bbpalike.it,,,accoglienza,,,,info@bbpalike.it,,,3,Palik??,,,
,,90127,,,,,249,"bed and breakfast, B&B",,,2,,,Palermo,,People,0915085830,http://www.facebook.com/people.palermo,,,accoglienza,,,,prenotazioni.people@facebook.com,,,3,People,,,3286294078
,,90151,,,,,250,"bed and breakfast, B&B",,,1,,,Palermo - Mondello,,Pomelia,,http://www.pomelia.com,,,accoglienza,,,,info@pomelia.com,,,1,Pomelia,,,3406961742
,,90134,,,,,251,"bed and breakfast, B&B",,,1,,,Palermo,,Porta di Castro,,,,,accoglienza,,,,bebportadicastro@gmail.com,,,1,Porta di Castro,,,3282369433
,,90133,,,,,255,"bed and breakfast, B&B",,,3,,,Palermo,,San Gabriele,0912525476,http://www.bebsangabriele.com,,,accoglienza,,,,info@bebsangabriele.com,,,1,San Gabriele,,,3397237060
,,90134,,,,,258,"bed and breakfast, B&B",,,3,,,Palermo,,Sikelia,,http://www.sikeliabb.it,,,accoglienza,,,,voccamarco@hotmail.it,,,3,Sikelia,,,3282727815
,,90139,,,,,260,"bed and breakfast, B&B",,,3,,,Palermo,,Sole Luna della solidariet??,091581671,http://www.solelunabedandbreakfast.org,,,accoglienza,,,,info@solelunabedandbreakfast.org,,,3,Sole Luna della solidariet??,,,
,,90147,,,,,262,"bed and breakfast, B&B",,"Il b&B The Garden si trova nel vecchio borgo marinaro d Sferracavallo, lungo la omonoma via, al civico n.236 ,piano terra. Le due stanze matrimoniali , ciascuna con bagno in camera , si affacciano e fruiscono di un piccolo giardino attrezzato per un relax confortevole e gradevole. Entrambe le stanze fruiscono di accesso indipendente ed autonomo adatto anche a persone diversamente abili, nonch?? di area a parcheggio.",3,,,Palermo - Sferracavallo,,The Garden,091530036,http://www.bbalterrazzo.com,,,accoglienza,,,,info@bbalterrazzo.it,,,2,The Garden,,,3381875300 - 3473594039
,,90147,,,Marta Favaloro,,204,"bed and breakfast, B&B",,,3,,,Palermo,,Il Golfo,,http://www.il-golfo.com,,,accoglienza,,,,martafavaloro@libero.it,,,3,Il Golfo,,,3294243453
,,90138,,,,,209,"bed and breakfast, B&B",,"Il B&B Kemonia ?? situato al quarto piano di un palazzo in centro con una splendida vista su villa Filippina e monte Pellegrino, a due passi ?? possibile visitare i monumenti simbolo della citt?? quali: Il teatro Massimo, il teatro Politeama, il mercato antico del Capo, la Cattedrale, palazzo dei Normanni e molti altri che gravitano nella nostra zona. In zona sono presenti numerosi locali e ristoranti dove gustare la cucina tradizionale. Il parcheggio ?? agevole data la presenza di numerosi garage custoditi.",2,,,Palermo,,Kemonia,348371586,http://www.kemonia.com,,,accoglienza,,,,info@kemonia.com,,,,Kemonia,,,3291757509
,,90139,,,,,211,"bed and breakfast, B&B",,,3,,,Palermo,,La Bella Vita,0918434989,http://www.bblabellavita.it,,,accoglienza,,,,bblabellavita@hotmail.com,,,4,La Bella Vita,,,3282208126
,,90151,,,,,226,"bed and breakfast, B&B",,,3,,,Palermo,,Mondello Villa Alberoni,0916847867,http://www.bbmondello.com,,,accoglienza,,,,info@bbmondello.com,,,4,Mondello Villa Alberoni,,,3663364914
,,90127,,,,,238,"bed and breakfast, B&B",,,3,,,Palermo,,Oreto Centro,0916572772,http://www.bboretocentro.it,,,accoglienza,,,,info@bboretocentro.it,,,2,Oreto Centro,,,3280715971
,,90133,,,,,239,"bed and breakfast, B&B",,,3,,,Palermo,,Palazzo Amari Bajardi,0916162017,http://www.palazzoamaribajardi.it,,,accoglienza,,,,info@palazzoamaribajardi.it,,,2,Palazzo Amari Bajardi,,,
,,90133,,,,,240,"bed and breakfast, B&B",,,3,,,Palermo,,Palazzo Caputo,0916175818,,,,accoglienza,,,,,,,3,Palazzo Caputo,,,
,,90133,,,,,244,"bed and breakfast, B&B",,"L'Art Lincoln ?? un elegante bed and breakfast nel centro di Palermo,bellissima struttura seppure centrale molto silenziosa a breve distanza a piedi dalla stazione ferroviaria e dai mezzi pubblici. Servizi di alta qualit??. Premiato per la qualit?? nel 2009. Terrazza fruibile dagli ospiti per rilassarsi col profumo dei fiori Le confortevoli camere hanno tutte bagno interno. Atmosfera accogliente e molto familiare ma non invadente. Il cordiale personale dell'Art Lincoln vi assister?? per l'intero soggiorno.",3,,,Palermo,,Palermo Art,0916110009,http://www.bbpalermoart.it,,,accoglienza,,,,info@bbpalermoart.com,,,,Palermo Art,,,3386704365
,,90133,,,,,248,"bed and breakfast, B&B",,"Il nostro B&B ?? situato nel centro storico di Palermo in un elegante palazzo Liberty degli anni 20, dista 300 metri dalla stazione centrale ed ?? ben collegato all' aeroporto Falcone-Borsellino/PuntaRaisi e Trapani - Birgi ed al porto, trovandosi nelle immediate vicinanze delle fermate di autobus, pullman e metropolitana. La posizione del bed and breakfast permette inoltre di raggiungere a piedi i monumenti pi?? importanti della citt?? di Palermo (i 4 Canti, il teatro Massimo, il teatro Politeama, la Cattedrale, il Palazzo dei Normanni, Piazza Pretoria, Piazza Marina), i caratteristici mercati della Vucciria, Capo e Ballar?? e la zona commerciale che offre una grande variet?? di negozi e boutique. B&B Panormus ?? il bed and breakfast a Palermo ideale per soggiornare e pernottare nella citt?? in maniera comoda e confortevole.",3,,,Palermo,,Panormus,0916175826,http://www.bbpanormus.com,,,accoglienza,,,,info@bbpanormus.com,,,,Panormus,,,3293539160
,,90133,,,,,254,"bed and breakfast, B&B",,,3,,,Palermo,,San Francesco,0918888391 - 0918430810,http://www.sanfrancescopalermo.it,,,accoglienza,,,,info@sanfrancescopalermo.it,,,3,San Francesco,,,3285516242
,,90134,,,,,264,"bed and breakfast, B&B",,,3,,,Palermo,,Vado al Massimo,0915085851,http://www.vadoalmassimo.com,,,accoglienza,,,,bbvadoalmassimo@hotmail.com,,,3,Vado al Massimo,,,3899183238
,,90133,,,,,188,"bed and breakfast, B&B",,,3,,,Palermo,,Delle Vittorie,,http://www.bbdellevittorie.it,,,accoglienza,,,,info@bbdellevittorie.it,,,4,Delle Vittorie,,,3348854473 - 3280124589
,,90139,,,,,189,"bed and breakfast, B&B",,"Il B&B Dietro il Politeama sorge a pochi metri dal Teatro Politeama, Via Ruggiero Settimo e Via Libert??, nel pieno centro di Palermo. La struttura moderna e confortevole offre descrizione ampie e luminose tutte dotate di Balcone e arredate con gusto e raffinatezza. Il cliente ha la possibilit?? di scegliere in base alle proprie esigenze fra camere con bagno condiviso o bagno privato. In prossimit?? della struttura si trovano le fermate da e per gli aeroporti di Palermo e Trapani, le principali linee bus per la citt?? e i capoluoghi siciliani. In pochi minuti a piedi ?? possibile raggiungere i principali siti di interesse storico e artistico ma anche i mercati storici del Capo Vucciria e Ballar??, la sera basta uscire dal B&B per avere l'imbarazzo della scelta fra i locali pi?? moderni e alla moda e quelli pi?? storici e caratteristici.",3,,,Palermo,,Dietro il Politeama,091327640,http://www.dietroilpoliteama.it,,,accoglienza,,,,info@dietroilpoliteama.it,,,,Dietro il Politeama,,,3278757682
,,90138,,,,,191,"bed and breakfast, B&B",,"Il Bed and Breakfast EUREKA ?? situato nel centro di Palermo in via Alessio Narbone 66, vicino al Tribunale, Piazza Castelnuovo, Teatro Massimo, proprio nel cuore di Palermo in una zona ricca di negozi, di prestigiosi ristoranti, di pizzerie e di pub. A pochissimi passi dal b&b si trovano le Cliniche: Macchiarella, Demma, Noto, Orestano.L'appartamento, completamente ristrutturato, ?? dotato di ogni confort, una camera da letto matrimoniale, due descrizione doppie o singole e di una cucina interamente attrezzata. Le camere ampie e luminose sono arredate con gusto e dotate di aria condizionata, riscaldamento, televisione, collegamento wifi. Offriamo una ricca colazione in self service. La gestione familiare del b&b crea un'atmosfera calda ed accogliente ideale per una vacanza di piacere o un soggiorno di lavoro.Al vostro arrivo vi verranno fornite la mappa e la guida all'uso della citt?? con tutte le informazioni per passare un piacevole soggiorno. Vi verranno forniti, inoltre, consigli per itinerari culturali, gastronomici e di svago, informazioni sulla citt??.",2,,,Palermo,,Eureka,0917791867,http://www.eurekabeb.com,,,accoglienza,,,,info@eurekabeb.com,,,,Eureka,,,3920002456
,,90143,,,Giorgio Marchella,,193,"bed and breakfast, B&B",,,2,,,Palermo,,Fumbi,0917848925,http://www.fumbi.com,,,accoglienza,,,,info@fumbi.com,,,4,Fumbi,,,3472342905
,,90134,,,,,195,"bed and breakfast, B&B",,,2,,,Palermo,,Giorgio's House,091525057,,,,accoglienza,,,,sugi@libero.it,,,3,Giorgio's House,,,
